"NAME_OF_BOOK"|"CHAPTER_NUMBER"|"VERSE_NUMBER"|"TEXT_OF_VERSE"
"Psalms"|"058"|"011"|"The righteous shall rejoice when he seeth the vengeance: he shall wash his feet in the blood of the wicked."
"Psalms"|"059"|"002"|"To the chief Musician, Al-taschith, Michtam of David; when Saul sent, and they watched the house to kill him. Deliver me from my enemies, O my God: defend me from them that rise up against me."
"Psalms"|"059"|"003"|"Deliver me from the workers of iniquity, and save me from bloody men."
"Psalms"|"059"|"004"|"For lo, they lie in wait for my soul: the mighty are gathered against me; not for my transgression, nor for my sin, O LORD."
"Psalms"|"059"|"005"|"They run and prepare themselves without my fault: awake to help me, and behold."
"Psalms"|"059"|"006"|"Thou therefore, O LORD God of hosts, the God of Israel, awake to visit all the heathen: be not merciful to any wicked transgressors. Selah."
"Psalms"|"059"|"007"|"They return at evening: they make a noise like a dog, and go about the city."
"Psalms"|"059"|"008"|"Behold, they belch out with their mouth: swords are in their lips: for who, say they, doth hear?"
"Psalms"|"059"|"009"|"But thou, O LORD, shalt laugh at them; thou shalt have all the heathen in derision."
"Psalms"|"059"|"010"|"Because of his strength will I wait upon thee: for God is my defense."
"Psalms"|"059"|"011"|"The God of my mercy will succor me: God will let me see my desire upon my enemies."
"Psalms"|"059"|"012"|"Slay them not, lest my people forget: scatter them by thy power; and bring them down, O Lord our shield."
"Psalms"|"059"|"013"|"For the sin of their mouth and the words of their lips let them even be taken in their pride: and for cursing and lying which they speak."
"Psalms"|"059"|"014"|"Consume them in wrath, consume them, that they may not be: and let them know that God ruleth in Jacob to the ends of the earth. Selah."
"Psalms"|"059"|"015"|"And at evening let them return; and let them make a noise like a dog, and go about the city."
"Psalms"|"059"|"016"|"Let them wander up and down for food, and grudge if they are not satisfied."
"Psalms"|"059"|"017"|"But I will sing of thy power; yes, I will sing aloud of thy mercy in the morning: for thou hast been my defense and refuge in the day of my trouble."
"Psalms"|"060"|"003"|"To the chief Musician upon Shushan-eduth, Michtam of David, to teach; when he strove with Aram-naharaim and with Aram-zobah, when Joab returned, and smote of Edom in the valley of salt twelve thousand. O God, thou hast cast us off, thou hast scattered us, thou hast been displeased; O turn thyself to us again."
"Psalms"|"060"|"004"|"Thou hast made the earth to tremble; thou hast broken it: heal its breaches; for it shaketh."
"Psalms"|"060"|"005"|"Thou hast shown thy people hard things: thou hast made us to drink the wine of astonishment."
"Psalms"|"060"|"006"|"Thou hast given a banner to them that fear thee, that it may be displayed because of the truth. Selah."
"Psalms"|"060"|"007"|"That thy beloved may be delivered; save with thy right hand, and hear me."
"Psalms"|"060"|"008"|"God hath spoken in his holiness; I will rejoice, I will divide Shechem, and measure out the valley of Succoth."
"Psalms"|"060"|"009"|"Gilead is mine, and Manasseh is mine; Ephraim also is the strength of my head; Judah is my lawgiver;"
"Psalms"|"060"|"010"|"Moab is my washpot; over Edom will I cast out my shoe: Philistia, triumph thou because of me."
"Psalms"|"060"|"011"|"Who will bring me into the strong city? who will lead me into Edom?"
"Psalms"|"060"|"012"|"Wilt thou not, O God, who hadst cast us off? and thou, O God, who didst not go out with our armies?"
"Psalms"|"061"|"002"|"To the chief Musician upon Neginah, A Psalm of David. Hear my cry, O God; attend to my prayer."
"Psalms"|"061"|"003"|"From the end of the earth will I cry to thee, when my heart is overwhelmed: lead me to the rock that is higher than I."
"Psalms"|"061"|"004"|"For thou hast been a shelter for me, and a strong tower from the enemy."
"Psalms"|"061"|"005"|"I will abide in thy tabernacle for ever: I will trust in the covert of thy wings. Selah."
"Psalms"|"061"|"006"|"For thou, O God, hast heard my vows: thou hast given me the heritage of those that fear thy name."
"Psalms"|"061"|"007"|"Thou wilt prolong the king's life: and his years as many generations."
"Psalms"|"061"|"008"|"He shall abide before God for ever: O prepare mercy and truth, which may preserve him."
"Psalms"|"062"|"002"|"To the chief Musician, to Jeduthun, A Psalm of David. Truly my soul waiteth upon God: from him cometh my salvation."
"Psalms"|"062"|"003"|"He only is my rock and my salvation; he is my defense; I shall not be greatly moved."
"Psalms"|"062"|"004"|"How long will ye imagine mischief against a man? ye shall be slain all of you: as a bowing wall shall ye be, and as a tottering fence."
"Psalms"|"062"|"005"|"They only consult to cast him down from his excellence: they delight in lies: they bless with their mouth, but they curse inwardly. Selah."
"Psalms"|"062"|"006"|"My soul, wait thou only upon God; for my expectation is from him."
"Psalms"|"062"|"007"|"He only is my rock and my salvation: he is my defense; I shall not be moved."
"Psalms"|"062"|"008"|"In God is my salvation and my glory: the rock of my strength, and my refuge, is in God."
"Psalms"|"062"|"009"|"Trust in him at all times; ye people, pour out your heart before him: God is a refuge for us. Selah."
"Psalms"|"062"|"010"|"Surely men of low degree are vanity, and men of high degree are a lie: to be laid in the balance, they are altogether lighter than vanity."
"Psalms"|"062"|"011"|"Trust not in oppression, and become not vain in robbery: if riches increase, set not your heart upon them."
"Psalms"|"062"|"012"|"God hath spoken once; twice have I heard this; that power belongeth to God."
"Psalms"|"063"|"002"|"A Psalm of David, when he was in the wilderness of Judah. O God, thou art my God; early will I seek thee: my soul thirsteth for thee, my flesh longeth for thee in a dry and thirsty land, where no water is;"
"Psalms"|"063"|"003"|"To see thy power and thy glory, so as I have seen thee in the sanctuary."
"Psalms"|"063"|"004"|"Because thy loving-kindness is better than life, my lips shall praise thee."
"Psalms"|"063"|"005"|"Thus will I bless thee while I live: I will lift up my hands in thy name."
"Psalms"|"063"|"006"|"My soul shall be satisfied as with marrow and fatness; and my mouth shall praise thee with joyful lips:"
"Psalms"|"063"|"007"|"When I remember thee upon my bed, and meditate on thee in the night watches."
"Psalms"|"063"|"008"|"Because thou hast been my help, therefore in the shadow of thy wings will I rejoice."
"Psalms"|"063"|"009"|"My soul followeth hard after thee: thy right hand upholdeth me."
"Psalms"|"063"|"010"|"But those that seek my soul to destroy it, shall go into the lower parts of the earth."
"Psalms"|"063"|"011"|"They shall fall by the sword: they shall be a portion for foxes."
"Psalms"|"064"|"002"|"To the chief Musician, a Psalm of David. Hear my voice, O God, in my prayer: preserve my life from fear of the enemy."
"Psalms"|"064"|"003"|"Hide me from the secret counsel of the wicked; from the insurrection of the workers of iniquity:"
"Psalms"|"064"|"004"|"Who whet their tongue like a sword, and bend their bows to shoot their arrows, even bitter words:"
"Psalms"|"064"|"005"|"That they may shoot in secret at the perfect: suddenly do they shoot at him, and fear not."
"Psalms"|"064"|"006"|"They encourage themselves in an evil matter: they commune of laying snares privily; they say, Who will see them?"
"Psalms"|"064"|"007"|"They search out iniquities; they accomplish a diligent search: both the inward thought of every one of them, and the heart, is deep."
"Psalms"|"064"|"008"|"But God shall shoot at them with an arrow; suddenly shall they be wounded."
"Psalms"|"064"|"009"|"So they shall make their own tongue to fall upon themselves: all that see them shall flee away."
"Psalms"|"064"|"010"|"And all men shall fear, and shall declare the work of God; for they shall wisely consider of his doing."
"Psalms"|"065"|"002"|"To the chief Musician, A Psalm and Song of David. Praise waiteth for thee, O God, in Zion: and to thee shall the vow be performed."
"Psalms"|"065"|"003"|"O thou that hearest prayer, to thee shall all flesh come."
"Psalms"|"065"|"004"|"Iniquities prevail against me: as for our transgressions, thou shalt purge them away."
"Psalms"|"065"|"005"|"Blessed is the man whom thou choosest, and causest to approach to thee, that he may dwell in thy courts: we shall be satisfied with the goodness of thy house, even of thy holy temple."
"Psalms"|"065"|"006"|"By terrible things in righteousness wilt thou answer us, O God of our salvation; who art the confidence of all the ends of the earth, and of them that are afar off upon the sea:"
"Psalms"|"065"|"007"|"Who by his strength setteth fast the mountains; being girded with power:"
"Psalms"|"065"|"008"|"Who stilleth the noise of the seas, the noise of their waves, and the tumult of the people."
"Psalms"|"065"|"009"|"They also that dwell in the uttermost parts are afraid at thy tokens: thou makest the outgoings of the morning and evening to rejoice."
"Psalms"|"065"|"010"|"Thou visitest the earth, and waterest it: thou greatly enrichest it with the river of God, which is full of water: thou preparest them corn, when thou hast so provided for it."
"Psalms"|"065"|"011"|"Thou waterest the ridges of it abundantly: thou settlest the furrows of it: thou makest it soft with showers: thou blessest the springing of it."
"Psalms"|"065"|"012"|"Thou crownest the year with thy goodness; and thy paths drop fatness."
"Psalms"|"065"|"013"|"They drop upon the pastures of the wilderness: and the little hills rejoice on every side."
"Psalms"|"066"|"001"|"To the chief Musician, A Song or Psalm. Make a joyful noise to God, all ye lands:"
"Psalms"|"066"|"002"|"Sing forth the honor of his name: make his praise glorious."
"Psalms"|"066"|"003"|"Say to God, How terrible art thou in thy works! through the greatness of thy power shall thy enemies submit themselves to thee."
"Psalms"|"066"|"004"|"All the earth shall worship thee, and shall sing to thee; they shall sing to thy name. Selah."
"Psalms"|"066"|"005"|"Come and see the works of God: he is terrible in his doing towards the children of men."
"Psalms"|"066"|"006"|"He turned the sea into dry land: they went through the flood on foot: there we rejoiced in him."
"Psalms"|"066"|"007"|"He ruleth by his power for ever; his eyes behold the nations: let not the rebellious exalt themselves. Selah."
"Psalms"|"066"|"008"|"O bless our God, ye people, and make the voice of his praise to be heard:"
"Psalms"|"066"|"009"|"Who holdeth our soul in life, and suffereth not our feet to be moved."
"Psalms"|"066"|"010"|"For thou, O God, hast proved us: thou hast tried us, as silver is tried."
"Psalms"|"066"|"011"|"Thou hast brought us into the net; thou hast laid affliction upon our loins."
"Psalms"|"066"|"012"|"Thou hast caused men to ride over our heads; we went through fire and through water: but thou broughtest us out into a wealthy place."
"Psalms"|"066"|"013"|"I will go into thy house with burnt-offerings: I will pay thee my vows,"
